ids,Source,Target,weight,time
1328,4,16,150,41
1329,4,9,251,41
1330,4,10,21294,41
1331,4,21,348675,41
1332,4,17,277,41
1333,8,10,387,41
1334,8,22,35,41
1335,8,17,12,41
1336,24,22,92,41
1337,16,9,134,41
1338,16,21,104,41
1339,10,22,61,41
1340,10,21,8179,41
1341,21,11,70,41
1342,18,17,143,42
1343,18,2,494,42
1344,18,10,819,42
1345,18,14,260,42
1346,18,22,1378,42
1347,19,10,58,42
1348,20,9,1411,42
1349,20,16,191,42
1350,20,23,8499,42
1351,20,21,2162,42
1352,20,4,1056,42
1353,23,3,8816,42
1354,23,4,134882,42
1355,23,16,283,42
1356,23,9,110,42
1357,23,21,15828,42
1358,3,16,15,42
1359,3,13,197,42
1360,3,21,733,42
1361,13,21,219,42
1362,13,4,3,42
1363,14,24,25,42
1364,14,10,738,42
1365,14,22,15,42
1366,4,16,246,42
1367,4,9,28864,42
1368,4,21,417146,42
1369,4,17,23,42
1370,8,24,330,42
1371,8,10,17,42
1372,16,9,2697,42
1373,16,21,282,42
1374,9,21,10226,42
1375,10,22,41,42
1376,10,17,105,42
1377,18,8,43,43
1378,18,3,4,43
1379,18,10,425,43
1380,18,14,701,43
1381,18,22,400,43
1382,20,9,10,43
1383,20,16,140,43
1384,20,23,606,43
1385,20,21,177,43
1386,23,3,5027,43
1387,23,4,464476,43
1388,23,8,81,43
1389,23,16,112,43
1390,23,9,193,43
1391,23,21,113997,43
1392,13,21,295,43
1393,14,10,89,43
1394,4,9,1929,43
1395,4,16,603,43
1396,4,21,412338,43
1397,8,17,2,43
1398,8,22,83,43
1399,8,11,24,43
1400,24,10,38,43
1401,16,9,197,43
1402,16,21,19,43
1403,16,11,28,43
1404,10,17,40,43
1405,10,22,64,43
1406,18,8,13,44
1407,18,19,830,44
1408,18,9,6,44
1409,18,3,128,44
1410,19,3,361620,44
1411,19,13,2251,44
1412,19,8,1232,44
1413,19,16,63,44
1414,19,9,2420,44
1415,19,17,4,44
1416,3,8,2367,44
1417,3,24,3,44
1418,3,16,19,44
1419,3,9,539,44
1420,3,17,3,44
1421,13,8,9,44
1422,4,17,35840,44
1423,4,24,526,44
1424,4,16,108,44
1425,4,9,244,44
1426,8,24,46,44
1427,8,9,359,44
1428,24,16,41,44
1429,24,9,239,44
1430,24,21,8,44
1431,24,17,409,44
1432,16,10,2,44
1433,16,21,89,44
1434,16,17,1092,44
1435,10,21,42,44
1436,21,17,62,44
1437,18,8,12,45
1438,18,19,324,45
1439,18,9,75,45
1440,18,3,241,45
1441,19,8,426,45
1442,19,9,128,45
1443,19,3,260180,45
1444,19,13,56,45
1445,3,9,352,45
1446,3,8,1178,45
1447,3,22,54,45
1448,4,17,33008,45
1449,4,24,151,45
1450,4,16,168,45
1451,8,24,10,45
1452,8,9,355,45
1453,8,17,3,45
1454,24,16,2142,45
1455,24,9,21,45
1456,24,22,164,45
1457,24,17,407,45
1458,16,17,83,45
1459,16,22,11,45
1460,10,21,11,45
1461,21,17,61,45
1462,18,8,4,46
1463,18,19,42,46
1464,18,9,6,46
1465,19,8,6520,46
1466,19,9,589,46
1467,19,3,155841,46
1468,19,24,56,46
1469,3,8,899,46
1470,3,16,24,46
1471,3,9,207,46
1472,4,17,459,46
1473,4,24,268,46
1474,4,16,375,46
1475,8,9,1563,46
1476,24,16,916,46
1477,24,9,115,46
1478,24,22,34,46
1479,24,21,271,46
1480,24,17,599,46
1481,16,17,520,46
1482,9,2,624,46
1483,22,17,6,46
1484,21,17,37,46
1485,18,20,667,47
1486,18,3,49,47
1487,18,9,132,47
1488,18,2,8,47
1489,18,10,2746,47
1490,18,22,26,47
1491,19,8,1368,47
1492,19,9,158,47
1493,19,3,90255,47
1494,20,8,725,47
1495,20,21,298,47
1496,20,4,1200,47
1497,20,24,305,47
1498,3,9,151,47
1499,3,8,368,47
1500,4,24,52,47
1501,4,11,38,47
1502,8,9,142,47
1503,8,2,22,47
1504,24,11,10,47
1505,24,21,25,47
1506,24,22,27,47
1507,9,2,435,47
1508,10,21,8,47
1509,18,17,12,48
1510,18,24,3,48
1511,18,3,33,48
1512,19,17,14,48
1513,19,20,12,48
1514,19,21,8,48
1515,23,24,2476,48
1516,23,3,437,48
1517,23,10,1810,48
1518,3,24,62,48
1519,13,8,32,48
1520,13,17,99774,48
1521,13,9,34,48
1522,8,17,1196,48
1523,8,9,10,48
1524,8,10,168,48
1525,9,2,258,48
1526,9,10,92,48
1527,9,21,299,48
1528,9,17,40,48
1529,2,22,24,48
1530,2,21,3053,48
1531,10,21,51,48
1532,18,17,2,49
1533,18,24,18,49
1534,18,23,166,49
1535,18,19,71,49
1536,19,20,43,49
1537,19,13,195,49
1538,19,8,953,49
1539,19,9,229,49
1540,19,17,618,49
1541,23,24,449,49
1542,23,3,58,49
1543,23,10,107857,49
1544,3,24,5,49
1545,3,10,422,49
1546,13,8,182,49
1547,13,9,104,49
1548,13,17,30444,49
1549,8,17,1037,49
1550,8,9,365,49
1551,8,10,11,49
1552,24,10,2061,49
1553,9,17,36,49
1554,1,18,15,5
1555,1,20,181,5
1556,1,23,356,5
1557,1,13,64,5
1558,1,7,827,5
1559,1,24,105,5
1560,1,16,19,5
1561,5,24,13,5
1562,5,16,25,5
1563,5,20,148,5
1564,5,14,34,5
1565,5,13,2,5
1566,8,6,39,5
1567,8,3,168,5
1568,8,4,52,5
1569,24,18,371,5
1570,24,23,1342,5
1571,24,14,23,5
1572,24,7,624,5
1573,24,16,933,5
1574,24,10,72,5
1575,24,11,34,5
1576,16,19,150,5
1577,16,23,11,5
1578,16,7,1602,5
1579,16,2,195,5
1580,16,10,90,5
1581,16,22,50,5
1582,16,21,75,5
1583,16,13,103,5
1584,9,6,174,5
1585,9,7,55,5
1586,9,3,66,5
1587,9,13,231,5
1588,9,21,42,5
1589,2,19,2,5
1590,2,7,15,5
1591,2,22,176486,5
1592,2,17,27,5
1593,2,11,188,5
1594,10,19,122,5
1595,10,3,2,5
1596,10,21,4,5
1597,10,17,108,5
1598,22,11,10,5
1599,22,7,41,5
1600,22,19,51,5
1601,21,19,287,5
1602,21,13,6,5
1603,21,17,51,5
1604,17,3,5,5
1605,11,18,196,5
1606,11,7,608,5
1607,18,20,346,5
1608,18,23,2368,5
1609,18,13,16449,5
1610,18,7,7127,5
1611,20,23,40,5
1612,20,13,21,5
1613,23,14,159,5
1614,23,7,996,5
1615,3,4,121,5
1616,3,6,16304,5
1617,13,14,31,5
1618,13,7,4652,5
1619,14,7,301,5
1620,4,6,269,5
1621,18,9,7,50
1622,18,24,6,50
1623,18,23,9,50
1624,19,8,811,50
1625,19,17,600,50
1626,19,20,22,50
1627,19,9,1379,50
1628,19,13,3,50
1629,20,17,65,50
1630,20,9,7,50
1631,20,13,181,50
1632,23,3,48,50
1633,23,24,156,50
1634,23,16,1809,50
1635,23,2,321,50
1636,23,10,16103,50
1637,23,11,1330,50
1638,3,10,153,50
1639,13,8,861,50
1640,13,17,12752,50
1641,13,9,389,50
1642,8,17,3337,50
1643,8,9,248,50
1644,24,16,463,50
1645,24,10,137,50
1646,16,2,90,50
1647,16,10,2696,50
1648,16,21,45,50
1649,9,2,6,50
1650,9,21,29,50
1651,9,17,986,50
1652,2,10,125,50
1653,2,22,45,50
1654,18,24,26,51
1655,18,23,218,51
1656,18,3,239,51
1657,19,8,395,51
1658,19,17,532,51
1659,19,20,189,51
1660,19,9,395,51
1661,19,13,1304,51
1662,20,17,11,51
1663,23,24,142,51
1664,23,16,1007,51
1665,23,2,46,51
1666,23,10,41252,51
1667,23,11,12029,51
1668,3,24,50,51
1669,3,16,181,51
1670,13,8,990,51
1671,13,9,261,51
1672,13,17,31273,51
1673,13,22,19,51
1674,8,16,76,51
1675,8,9,279,51
1676,8,2,173,51
1677,8,17,841,51
1678,24,11,58,51
1679,16,2,1232,51
1680,16,10,713,51
1681,16,11,704,51
1682,9,2,459,51
1683,9,22,7,51
1684,9,17,1038,51
1685,2,10,173,51
1686,2,22,74,51
1687,10,11,18587,51
1688,18,2,26,52
1689,18,3,101,52
1690,19,17,54,52
1691,19,13,426,52
1692,20,17,2210,52
1693,20,13,67,52
1694,23,11,14147,52
1695,23,10,16075,52
1696,3,11,31,52
1697,3,10,76,52
1698,13,8,829,52
1699,13,16,400,52
1700,13,9,399,52
1701,13,17,31680,52
1702,8,17,13,52
1703,8,16,183,52
1704,8,9,1306,52
1705,8,2,189,52
1706,24,11,20,52
1707,24,10,15,52
1708,16,9,15,52
1709,16,2,50,52
1710,16,10,4061,52
1711,16,22,13,52
1712,16,11,2867,52
1713,9,2,298,52
1714,9,10,105,52
1715,9,17,139,52
1716,2,10,4245,52
1717,2,17,13,52
1718,10,11,12096,52
1719,21,17,96,52
1720,1,18,164,6
1721,1,20,7,6
1722,1,23,579,6
1723,1,13,988,6
1724,1,7,3209,6
1725,1,24,78,6
1726,1,11,17,6
1727,5,18,3262,6
1728,5,20,1048,6
1729,5,23,62,6
1730,5,14,1839,6
1731,5,7,76,6
1732,5,16,8,6
1733,8,6,1428,6
1734,8,2,26,6
1735,8,9,29,6
1736,8,3,93,6
1737,8,4,83,6
1738,24,18,39,6
1739,24,19,14,6
1740,24,23,288,6
1741,24,14,57,6
1742,24,7,1424,6
1743,24,16,437,6
1744,24,9,226,6
1745,24,21,602,6
1746,24,11,573,6
1747,16,18,41,6
1748,16,23,18,6
1749,16,14,307,6
1750,16,6,18,6
1751,16,2,19,6
1752,16,22,110,6
1753,16,21,67,6
1754,9,3,115,6
1755,9,4,950,6
1756,9,6,451,6
1757,9,7,224,6
1758,9,2,16,6
1759,9,22,51,6
1760,9,21,4,6
1761,2,19,110,6
1762,2,4,7,6
1763,2,6,201,6
1764,2,7,2963,6
1765,2,22,97855,6
1766,2,17,19,6
1767,2,11,1230,6
1768,10,17,154,6
1769,10,21,33,6
1770,22,19,233,6
1771,22,3,13,6
1772,22,6,88,6
1773,22,7,7021,6
1774,22,21,302,6
1775,22,11,4649,6
1776,21,7,205,6
1777,21,17,45036,6
1778,17,19,4,6
1779,17,7,267,6
1780,11,7,170,6
1781,18,20,166,6
1782,18,23,23,6
1783,18,14,104,6
1784,18,7,993,6
1785,18,13,9595,6
1786,19,7,522,6
1787,23,14,10,6
1788,23,7,1060,6
1789,23,13,91,6
1790,3,6,33113,6
1791,3,4,67,6
1792,13,7,4667,6
1793,14,7,474,6
1794,4,6,2307,6
1795,1,18,361,7
1796,1,20,2050,7
1797,1,23,110,7
1798,1,13,449,7
1799,1,14,29,7
1800,1,7,4326,7
1801,1,2,171,7
1802,5,20,83,7
1803,5,22,23,7
1804,5,14,5,7
1805,8,19,60,7
1806,8,3,17,7
1807,8,4,10,7
1808,8,6,595,7
1809,8,24,7,7
1810,8,2,27,7
1811,8,22,408,7
1812,8,17,33,7
1813,24,18,1781,7
1814,24,19,477,7
1815,24,23,4289,7
1816,24,13,39,7
1817,24,14,56,7
1818,24,4,170,7
1819,24,7,85,7
1820,24,16,467,7
1821,24,9,282,7
1822,24,2,3011,7
1823,24,10,137,7
1824,24,22,2245,7
1825,24,21,92,7
1826,24,17,11,7
1827,16,23,283,7
1828,16,3,22,7
1829,16,13,1778,7
1830,16,14,6,7
1831,16,2,213,7
1832,16,10,80,7
1833,16,21,18,7
1834,16,17,30,7
1835,16,11,637,7
1836,9,3,6,7
1837,9,4,54200,7
1838,9,6,139,7
1839,9,2,15,7
1840,9,22,17,7
1841,9,17,43,7
1842,2,19,106,7
1843,2,23,43,7
1844,2,13,9,7
1845,2,7,45563,7
1846,2,22,212339,7
1847,2,21,321,7
1848,2,17,19,7
1849,2,11,761,7
1850,10,17,44,7
1851,10,22,22,7
1852,10,21,292,7
1853,22,23,1145,7
1854,22,7,2787,7
1855,22,21,2892,7
1856,22,11,442,7
1857,21,19,137,7
1858,21,11,78,7
1859,17,19,3,7
1860,11,23,52,7
1861,11,7,26,7
1862,18,20,12,7
1863,18,23,1934,7
1864,18,13,25064,7
1865,18,14,18,7
1866,18,4,20,7
1867,18,7,6215,7
1868,20,4,90,7
1869,23,13,143,7
1870,23,14,73,7
1871,23,7,102,7
1872,3,6,91605,7
1873,13,4,27,7
1874,13,7,90780,7
1875,14,7,422,7
1876,4,6,865,7
1877,1,18,488,8
1878,1,20,927,8
1879,1,13,449,8
1880,1,7,9108,8
1881,1,2,10,8
1882,1,22,220,8
1883,1,11,55,8
1884,5,18,98,8
1885,5,7,5,8
1886,5,20,3,8
1887,5,14,2,8
1888,8,6,382,8
1889,8,9,96,8
1890,8,3,185,8
1891,8,22,63,8
1892,24,19,8,8
1893,24,23,1397,8
1894,24,3,27,8
1895,24,7,1330,8
1896,24,16,207,8
1897,24,2,1092,8
1898,24,22,4154,8
1899,24,21,5,8
1900,24,11,95,8
1901,16,6,5,8
1902,16,23,3,8
1903,16,7,10,8
1904,9,6,3,8
1905,9,3,36,8
1906,2,18,49,8
1907,2,23,112,8
1908,2,7,59894,8
1909,2,22,278980,8
1910,10,17,10,8
1911,10,7,25,8
1912,10,21,36,8
1913,22,23,463,8
1914,22,7,15460,8
1915,22,11,2575,8
1916,21,17,42,8
1917,21,19,34,8
1918,21,7,103,8
1919,11,23,5,8
1920,18,20,246,8
1921,18,14,27,8
1922,18,4,441,8
1923,18,7,10708,8
1924,18,13,40023,8
1925,20,14,8,8
1926,20,4,237,8
1927,20,7,302,8
1928,20,13,189,8
1929,23,14,10,8
1930,23,7,2,8
1931,3,14,146,8
1932,3,4,86,8
1933,3,6,111107,8
1934,13,7,2335,8
1935,13,4,54,8
1936,14,7,16,8
1937,4,6,41,8
1938,18,20,2176,9
1939,18,23,18,9
1940,18,1,8198,9
1941,18,13,28177,9
1942,18,4,198,9
1943,18,7,9375,9
1944,18,24,7,9
1945,18,5,126,9
1946,20,1,262,9
1947,20,13,301,9
1948,20,4,518,9
1949,20,7,405,9
1950,20,5,294,9
1951,23,3,252,9
1952,3,8,879,9
1953,3,6,29308,9
1954,3,9,284,9
1955,3,22,113,9
1956,13,1,369,9
1957,13,5,47,9
1958,13,7,83067,9
1959,13,24,14,9
1960,13,16,41,9
1961,13,2,28,9
1962,13,22,448,9
1963,14,7,73,9
1964,4,7,247,9
1965,4,5,1022,9
1966,6,8,1192,9
1967,6,9,1160,9
1968,7,1,1775,9
1969,7,24,808,9
1970,7,16,27,9
1971,7,2,13844,9
1972,7,22,12344,9
1973,7,11,423,9
1974,7,5,42,9
1975,5,1,119,9
1976,5,16,19,9
1977,5,22,3,9
1978,24,1,28,9
1979,24,16,236,9
1980,24,9,6,9
1981,24,2,85,9
1982,24,10,102,9
1983,24,22,2735,9
1984,24,11,210,9
1985,16,1,4,9
1986,16,9,23,9
1987,16,22,1087,9
1988,9,2,12,9
1989,9,21,43,9
1990,2,1,26,9
1991,2,22,221146,9
1992,10,17,5,9
1993,10,21,45,9
1994,22,21,85,9
1995,22,11,404,9
1996,21,17,97,9
1997,1,11,36,9
